AF7,TP9
849.3773193359375,881.6116943359375
841.7216186523438,916.6666870117188
853.003662109375,853.8095092773438
858.2417602539062,828.8278198242188
858.2417602539062,836.4835205078125
857.4359130859375,869.120849609375
848.974365234375,912.6373901367188
853.4066162109375,865.091552734375
861.062255859375,835.6776733398438
859.4505615234375,834.06591796875
857.032958984375,861.8681030273438
850.1831665039062,913.040283203125
859.8534545898438,863.076904296875
865.8974609375,819.96337890625
855.8241577148438,828.02197265625
853.003662109375,847.7655639648438
848.5714111328125,896.1171875
854.2124633789062,861.8681030273438
862.2710571289062,818.3516235351562
860.2564086914062,824.7985229492188
858.2417602539062,838.4981689453125
848.974365234375,890.0732421875
851.7948608398438,869.9267578125
857.8388061523438,814.7252807617188
856.6300659179688,814.7252807617188
860.6593627929688,829.6337280273438
849.3773193359375,880.0
842.930419921875,866.7033081054688
850.989013671875,809.4871826171875
850.1831665039062,808.6813354492188
856.2271118164062,821.1721801757812
851.7948608398438,871.1355590820312
849.3773193359375,873.1502075195312
861.062255859375,809.4871826171875
863.076904296875,803.4432373046875
861.8681030273438,816.7399291992188
849.7802124023438,862.2710571289062
844.5421142578125,881.6116943359375
851.7948608398438,825.2014770507812
853.4066162109375,812.7106323242188
858.6447143554688,821.5750732421875
860.6593627929688,870.3296508789062
856.2271118164062,899.7435913085938
858.2417602539062,835.2747192382812
861.062255859375,812.3076782226562
867.5091552734375,817.5457763671875
848.5714111328125,834.8717651367188
857.4359130859375,807.069580078125
859.047607421875,815.1282348632812
850.5860595703125,852.6007080078125
834.06591796875,897.7289428710938
841.3186645507812,838.4981689453125
853.4066162109375,798.6080322265625
852.6007080078125,804.2490844726562
852.1978149414062,830.03662109375
843.7362670898438,889.6703491210938
847.7655639648438,850.989013671875
862.2710571289062,807.069580078125
869.9267578125,818.7545776367188
865.091552734375,844.1392211914062
845.3479614257812,900.952392578125
838.09521484375,869.120849609375
844.1392211914062,817.5457763671875
846.959716796875,823.1868286132812
850.5860595703125,839.3040161132812
846.1538696289062,893.6996459960938
848.1685180664062,874.3589477539062
854.6153564453125,812.7106323242188
857.032958984375,814.7252807617188
862.2710571289062,833.6630249023438
856.2271118164062,889.2673950195312
851.3919677734375,880.4029541015625
855.8241577148438,811.098876953125
855.4212646484375,805.8607788085938
852.6007080078125,820.3662719726562
842.5274658203125,873.5531005859375
832.4542236328125,880.0
839.7069702148438,813.5164794921875
844.945068359375,805.8607788085938
850.1831665039062,818.7545776367188
846.1538696289062,868.3150024414062
840.5128173828125,890.879150390625
849.3773193359375,826.8131713867188
850.1831665039062,812.7106323242188
853.4066162109375,823.5897216796875
847.7655639648438,862.6740112304688
838.09521484375,896.923095703125
852.6007080078125,840.915771484375
860.6593627929688,808.6813354492188
859.4505615234375,810.2930297851562
858.2417602539062,852.1978149414062
846.5567626953125,891.2820434570312
850.989013671875,829.6337280273438
855.018310546875,795.7875366210938
858.6447143554688,802.2344360351562
861.4652099609375,835.2747192382812
846.5567626953125,886.4468994140625
849.7802124023438,840.5128173828125
857.032958984375,796.1904907226562
853.003662109375,797.3992919921875
848.5714111328125,816.7399291992188
836.886474609375,863.8828125
845.7509155273438,823.5897216796875
858.2417602539062,769.5970458984375
857.032958984375,769.5970458984375
857.032958984375,782.893798828125
848.5714111328125,832.4542236328125
850.1831665039062,805.054931640625
859.8534545898438,745.8241577148438
863.076904296875,752.2710571289062
869.9267578125,778.8644409179688
859.047607421875,837.2893676757812
855.8241577148438,826.00732421875
867.106201171875,765.5677490234375
863.4798583984375,767.9853515625
860.6593627929688,786.5201416015625
854.6153564453125,852.6007080078125
850.989013671875,865.091552734375
862.2710571289062,803.040283203125
865.8974609375,803.8461303710938
860.2564086914062,813.5164794921875
850.1831665039062,866.3003540039062
843.3333129882812,882.0146484375
853.003662109375,809.4871826171875
852.6007080078125,797.3992919921875
854.2124633789062,817.1428833007812
854.2124633789062,871.94140625
848.1685180664062,904.981689453125
862.6740112304688,851.3919677734375
863.076904296875,829.2307739257812
852.1978149414062,832.8571166992188
850.5860595703125,878.3883056640625
846.5567626953125,921.5018310546875
852.6007080078125,869.5238037109375
857.032958984375,842.5274658203125
857.8388061523438,845.3479614257812
855.8241577148438,877.1795043945312
840.915771484375,919.89013671875
851.7948608398438,871.94140625
869.5238037109375,837.2893676757812
862.6740112304688,844.945068359375
850.1831665039062,873.9560546875
836.4835205078125,927.5457763671875
844.1392211914062,888.4615478515625
853.003662109375,840.5128173828125
851.3919677734375,850.1831665039062
853.8095092773438,873.9560546875
844.1392211914062,921.5018310546875
850.5860595703125,891.2820434570312
857.4359130859375,834.06591796875
847.3626098632812,836.08056640625
849.3773193359375,859.4505615234375
845.7509155273438,914.2490844726562
841.3186645507812,890.4761962890625
853.4066162109375,828.8278198242188
858.6447143554688,827.6190185546875
856.2271118164062,842.12451171875
849.3773193359375,896.1171875
847.3626098632812,885.2380981445312
857.032958984375,822.7838745117188
858.6447143554688,818.7545776367188
850.5860595703125,824.7985229492188
839.7069702148438,880.0
839.7069702148438,894.1025390625
851.3919677734375,828.02197265625
855.8241577148438,821.1721801757812
859.047607421875,836.886474609375
851.3919677734375,883.6264038085938
843.3333129882812,905.7875366210938
856.6300659179688,817.94873046875
853.003662109375,818.7545776367188
853.003662109375,865.8974609375
846.959716796875,906.996337890625
857.032958984375,851.3919677734375
854.6153564453125,820.3662719726562
848.974365234375,824.3956298828125
850.989013671875,863.4798583984375
843.3333129882812,906.5933837890625
851.7948608398438,848.974365234375
858.2417602539062,813.113525390625
859.4505615234375,824.7985229492188
856.6300659179688,863.076904296875
839.3040161132812,907.8021850585938
843.7362670898438,855.8241577148438
856.2271118164062,810.2930297851562
856.6300659179688,815.5311279296875
853.4066162109375,846.5567626953125
846.1538696289062,905.7875366210938
853.4066162109375,865.091552734375
861.062255859375,808.2783813476562
858.2417602539062,818.3516235351562
858.6447143554688,846.5567626953125
845.7509155273438,902.967041015625
844.945068359375,877.5823974609375
859.047607421875,823.99267578125
863.076904296875,828.4249267578125
863.076904296875,842.930419921875
845.3479614257812,892.893798828125
839.7069702148438,874.3589477539062
853.003662109375,810.6959838867188
857.4359130859375,812.7106323242188
857.032958984375,826.8131713867188
850.989013671875,885.2380981445312
848.974365234375,888.8644409179688
857.8388061523438,824.3956298828125
863.4798583984375,817.1428833007812
862.6740112304688,828.4249267578125
848.974365234375,880.8058471679688
841.3186645507812,898.5347900390625
854.6153564453125,842.5274658203125
857.8388061523438,832.8571166992188
857.032958984375,829.2307739257812
854.2124633789062,858.6447143554688
843.7362670898438,884.029296875
842.930419921875,817.5457763671875
842.12451171875,794.1758422851562
850.1831665039062,815.5311279296875
846.1538696289062,859.8534545898438
832.8571166992188,894.5054931640625
844.5421142578125,837.2893676757812
851.7948608398438,813.113525390625
850.989013671875,825.2014770507812
845.3479614257812,853.003662109375
834.8717651367188,899.3406372070312
846.5567626953125,850.5860595703125
847.7655639648438,808.2783813476562
846.5567626953125,819.5604248046875
849.7802124023438,851.7948608398438
833.2600708007812,894.1025390625
840.915771484375,847.3626098632812
858.6447143554688,806.6666870117188
860.2564086914062,812.7106323242188
857.4359130859375,835.2747192382812
839.7069702148438,890.4761962890625
836.08056640625,860.6593627929688
848.1685180664062,816.3369750976562
855.018310546875,821.1721801757812
858.2417602539062,837.2893676757812
846.959716796875,892.893798828125
846.5567626953125,873.5531005859375
858.2417602539062,814.7252807617188
854.2124633789062,813.5164794921875
850.5860595703125,831.2454223632812
840.5128173828125,891.6849975585938
840.5128173828125,885.6410522460938
853.003662109375,818.7545776367188
855.8241577148438,813.91943359375
853.8095092773438,828.02197265625
844.945068359375,882.0146484375
843.7362670898438,888.4615478515625
859.4505615234375,824.7985229492188
860.2564086914062,809.084228515625
860.6593627929688,814.7252807617188
859.8534545898438,862.2710571289062
846.5567626953125,885.2380981445312
846.1538696289062,818.7545776367188
846.5567626953125,800.6226806640625
849.3773193359375,816.7399291992188
848.5714111328125,859.4505615234375
846.5567626953125,897.7289428710938
857.4359130859375,846.5567626953125
860.2564086914062,816.3369750976562
859.4505615234375,815.93408203125
851.7948608398438,846.959716796875
836.886474609375,888.4615478515625
839.7069702148438,830.8424682617188
849.3773193359375,794.981689453125
858.6447143554688,807.87548828125
856.2271118164062,840.5128173828125
844.5421142578125,893.2966918945312
853.8095092773438,846.5567626953125
863.8828125,804.2490844726562
864.6886596679688,811.90478515625
862.2710571289062,837.2893676757812
846.5567626953125,896.5201416015625
843.3333129882812,863.8828125
851.3919677734375,813.91943359375
854.2124633789062,815.1282348632812
856.6300659179688,834.4688720703125
850.5860595703125,894.5054931640625
848.1685180664062,867.912109375
850.5860595703125,807.069580078125
848.974365234375,809.4871826171875
854.6153564453125,830.8424682617188
846.1538696289062,893.6996459960938
839.3040161132812,877.1795043945312
851.3919677734375,810.2930297851562
852.1978149414062,811.5018310546875
855.8241577148438,832.05126953125
851.7948608398438,880.4029541015625
848.1685180664062,877.5823974609375
855.8241577148438,814.3223266601562
854.2124633789062,804.2490844726562
854.2124633789062,812.7106323242188
848.5714111328125,863.4798583984375
838.09521484375,872.7472534179688
850.1831665039062,803.8461303710938
863.4798583984375,796.1904907226562
864.2857055664062,810.2930297851562
847.7655639648438,857.032958984375
831.6483764648438,884.8351440429688
839.3040161132812,825.6043701171875
850.1831665039062,810.6959838867188
855.8241577148438,821.1721801757812
857.4359130859375,859.047607421875
849.3773193359375,896.923095703125
849.7802124023438,837.2893676757812
861.062255859375,811.90478515625
864.6886596679688,823.5897216796875
852.6007080078125,853.003662109375
837.6923217773438,899.7435913085938
844.1392211914062,847.7655639648438
856.6300659179688,802.2344360351562
858.2417602539062,807.87548828125
857.4359130859375,839.3040161132812
849.7802124023438,892.087890625
853.8095092773438,844.1392211914062
861.8681030273438,799.4139404296875
860.6593627929688,816.7399291992188
857.032958984375,841.7216186523438
841.3186645507812,888.8644409179688
846.5567626953125,853.003662109375
858.2417602539062,801.4285888671875
857.4359130859375,808.2783813476562
865.4945068359375,836.08056640625
856.6300659179688,901.7582397460938
850.5860595703125,884.029296875
859.047607421875,823.99267578125
858.6447143554688,826.00732421875
860.2564086914062,842.5274658203125
850.989013671875,893.2966918945312
847.7655639648438,885.2380981445312
863.4798583984375,823.99267578125
862.2710571289062,820.3662719726562
851.3919677734375,830.8424682617188
842.930419921875,884.029296875
848.974365234375,899.7435913085938
864.6886596679688,838.4981689453125
867.106201171875,822.7838745117188
864.6886596679688,828.02197265625
853.4066162109375,877.1795043945312
848.1685180664062,900.5494384765625
859.8534545898438,842.12451171875
859.4505615234375,830.03662109375
853.003662109375,833.2600708007812
852.1978149414062,878.3883056640625
853.4066162109375,917.4725341796875
871.1355590820312,859.8534545898438
873.1502075195312,830.03662109375
859.8534545898438,832.4542236328125
852.6007080078125,875.1648559570312
845.3479614257812,917.87548828125
854.6153564453125,856.2271118164062
857.8388061523438,817.94873046875
853.8095092773438,826.00732421875
859.047607421875,864.2857055664062
858.6447143554688,916.6666870117188
860.6593627929688,864.2857055664062
863.076904296875,823.99267578125
856.6300659179688,830.8424682617188
852.1978149414062,855.018310546875
842.12451171875,911.025634765625
842.930419921875,872.3442993164062
852.6007080078125,817.94873046875
855.8241577148438,817.1428833007812
859.047607421875,836.4835205078125
844.5421142578125,894.1025390625
843.7362670898438,864.2857055664062
850.989013671875,802.6373901367188
846.5567626953125,808.2783813476562
845.7509155273438,828.02197265625
841.7216186523438,884.8351440429688
846.959716796875,870.3296508789062
852.6007080078125,806.2637329101562
856.6300659179688,811.5018310546875
863.076904296875,830.8424682617188
848.5714111328125,887.6557006835938
845.7509155273438,886.4468994140625
860.2564086914062,819.5604248046875
863.8828125,818.3516235351562
864.6886596679688,826.00732421875
857.4359130859375,875.5677490234375
851.3919677734375,895.7142944335938
855.018310546875,829.2307739257812
857.8388061523438,820.3662719726562
860.6593627929688,830.8424682617188
852.6007080078125,870.7326049804688
845.3479614257812,896.923095703125
850.989013671875,830.03662109375
852.6007080078125,810.6959838867188
858.6447143554688,823.5897216796875
855.018310546875,861.062255859375
842.5274658203125,899.3406372070312
857.4359130859375,845.3479614257812
865.8974609375,812.7106323242188
865.091552734375,817.5457763671875
858.6447143554688,852.1978149414062
836.886474609375,894.908447265625
843.7362670898438,842.5274658203125
853.003662109375,803.8461303710938
847.3626098632812,808.6813354492188
847.3626098632812,837.2893676757812
844.1392211914062,890.879150390625
853.8095092773438,852.1978149414062
855.8241577148438,808.2783813476562
843.3333129882812,809.4871826171875
841.7216186523438,829.2307739257812
837.6923217773438,887.6557006835938
847.7655639648438,861.4652099609375
861.4652099609375,813.91943359375
857.8388061523438,830.4395751953125
855.4212646484375,853.4066162109375
847.3626098632812,900.5494384765625
838.09521484375,868.3150024414062
836.08056640625,797.3992919921875
836.08056640625,799.010986328125
841.3186645507812,822.7838745117188
832.05126953125,880.8058471679688
823.1868286132812,867.5091552734375
830.8424682617188,803.040283203125
835.6776733398438,805.054931640625
832.05126953125,812.3076782226562
814.7252807617188,863.8828125
806.2637329101562,877.1795043945312
815.5311279296875,814.7252807617188
819.5604248046875,809.084228515625
815.1282348632812,817.1428833007812
807.069580078125,869.5238037109375
811.098876953125,895.3113403320312
815.93408203125,824.3956298828125
811.5018310546875,805.054931640625
817.1428833007812,817.1428833007812
811.098876953125,865.8974609375
801.025634765625,902.967041015625
814.3223266601562,831.6483764648438
818.7545776367188,803.040283203125
818.7545776367188,820.3662719726562
819.5604248046875,863.8828125
817.5457763671875,912.6373901367188
838.4981689453125,856.2271118164062
846.1538696289062,825.2014770507812
834.4688720703125,829.2307739257812
823.5897216796875,858.6447143554688
811.098876953125,909.010986328125
825.6043701171875,851.7948608398438
842.12451171875,810.6959838867188
846.959716796875,822.7838745117188
840.5128173828125,855.4212646484375
829.2307739257812,915.4578857421875
842.5274658203125,878.3883056640625
844.1392211914062,827.2161254882812
834.8717651367188,831.6483764648438
834.8717651367188,857.032958984375
826.8131713867188,919.084228515625
832.8571166992188,888.4615478515625
842.5274658203125,827.6190185546875
846.959716796875,836.886474609375
850.5860595703125,855.4212646484375
835.2747192382812,906.996337890625
833.6630249023438,892.087890625
846.1538696289062,830.8424682617188
844.945068359375,834.06591796875
844.5421142578125,840.10986328125
836.4835205078125,885.6410522460938
828.02197265625,887.2527465820312
836.886474609375,825.6043701171875
845.3479614257812,825.6043701171875
844.1392211914062,830.03662109375
836.886474609375,877.1795043945312
840.5128173828125,900.5494384765625
854.2124633789062,836.08056640625
855.8241577148438,817.1428833007812
853.4066162109375,821.1721801757812
843.3333129882812,867.5091552734375
834.06591796875,900.1465454101562
845.3479614257812,837.2893676757812
850.5860595703125,811.5018310546875
853.003662109375,818.3516235351562
849.7802124023438,860.2564086914062
838.901123046875,897.3259887695312
845.7509155273438,836.886474609375
852.1978149414062,809.89013671875
855.8241577148438,815.5311279296875
855.4212646484375,847.7655639648438
840.10986328125,891.6849975585938
846.5567626953125,839.3040161132812
854.2124633789062,805.054931640625
853.8095092773438,812.7106323242188
853.4066162109375,840.5128173828125
841.7216186523438,896.923095703125
849.7802124023438,861.062255859375
854.2124633789062,809.89013671875
848.974365234375,816.3369750976562
847.7655639648438,841.7216186523438
837.2893676757812,894.5054931640625
842.930419921875,868.3150024414062
850.5860595703125,813.91943359375
845.7509155273438,811.5018310546875
848.1685180664062,834.06591796875
844.5421142578125,894.1025390625
846.5567626953125,880.4029541015625
854.2124633789062,821.1721801757812
855.018310546875,820.7692260742188
856.6300659179688,836.886474609375
844.945068359375,892.087890625
834.06591796875,883.2234497070312
842.930419921875,817.1428833007812
845.7509155273438,812.7106323242188
845.3479614257812,819.96337890625
836.886474609375,868.7179565429688
836.08056640625,882.0146484375
851.3919677734375,819.5604248046875
856.6300659179688,809.084228515625
858.2417602539062,821.5750732421875
849.3773193359375,869.9267578125
840.5128173828125,894.5054931640625
848.1685180664062,832.05126953125
848.1685180664062,808.2783813476562
850.1831665039062,817.94873046875
848.974365234375,867.912109375
844.1392211914062,902.1611938476562
855.4212646484375,838.09521484375
862.2710571289062,813.113525390625
859.047607421875,813.5164794921875
849.3773193359375,844.1392211914062
840.10986328125,891.2820434570312
849.3773193359375,840.5128173828125
852.1978149414062,803.4432373046875
851.7948608398438,812.3076782226562
850.5860595703125,842.5274658203125
838.4981689453125,888.8644409179688
846.5567626953125,851.3919677734375
855.018310546875,814.7252807617188
853.4066162109375,820.7692260742188
855.4212646484375,843.7362670898438
853.003662109375,902.5640869140625
854.6153564453125,874.3589477539062
857.8388061523438,823.1868286132812
863.8828125,826.00732421875
867.5091552734375,847.3626098632812
847.7655639648438,899.7435913085938
845.3479614257812,874.3589477539062
862.2710571289062,821.97802734375
866.7033081054688,828.8278198242188
870.7326049804688,830.8424682617188
858.2417602539062,875.1648559570312
849.3773193359375,869.9267578125
859.8534545898438,808.2783813476562
859.047607421875,808.6813354492188
863.076904296875,823.1868286132812
861.8681030273438,881.6116943359375
857.032958984375,887.2527465820312
865.4945068359375,823.5897216796875
863.8828125,815.93408203125
858.6447143554688,822.3809814453125
855.018310546875,866.3003540039062
849.3773193359375,880.8058471679688
854.2124633789062,819.96337890625
856.2271118164062,809.89013671875
858.6447143554688,817.1428833007812
862.2710571289062,863.4798583984375
863.4798583984375,896.5201416015625
867.912109375,828.8278198242188
861.4652099609375,801.4285888671875
853.8095092773438,809.084228515625
849.3773193359375,845.7509155273438
840.915771484375,884.029296875
849.7802124023438,836.08056640625
854.2124633789062,808.2783813476562
857.4359130859375,817.1428833007812
861.4652099609375,857.032958984375
845.3479614257812,901.3552856445312
847.3626098632812,843.7362670898438
853.8095092773438,798.6080322265625
857.4359130859375,808.2783813476562
859.047607421875,839.7069702148438
846.5567626953125,892.893798828125
854.2124633789062,851.3919677734375
870.3296508789062,804.6520385742188
869.5238037109375,817.1428833007812
859.8534545898438,837.2893676757812
844.945068359375,893.6996459960938
849.7802124023438,866.7033081054688
861.8681030273438,812.3076782226562
859.8534545898438,819.96337890625
859.047607421875,839.3040161132812
851.7948608398438,896.5201416015625
852.6007080078125,882.4176025390625
857.4359130859375,823.5897216796875
855.4212646484375,824.3956298828125
859.4505615234375,838.4981689453125
854.2124633789062,894.908447265625
859.047607421875,894.908447265625
872.7472534179688,829.2307739257812
871.1355590820312,818.3516235351562
867.106201171875,829.2307739257812
848.974365234375,877.9853515625
840.10986328125,887.6557006835938
855.8241577148438,823.1868286132812
857.8388061523438,807.87548828125
864.6886596679688,819.96337890625
868.3150024414062,871.1355590820312
855.4212646484375,893.6996459960938
853.8095092773438,827.2161254882812
855.8241577148438,809.89013671875
856.6300659179688,819.96337890625
850.1831665039062,865.091552734375
842.12451171875,901.3552856445312
852.6007080078125,834.8717651367188
861.4652099609375,804.6520385742188
867.912109375,811.90478515625
860.6593627929688,844.945068359375
842.12451171875,889.6703491210938
847.7655639648438,840.10986328125
853.8095092773438,809.4871826171875
844.945068359375,813.113525390625
839.7069702148438,836.886474609375
839.3040161132812,889.2673950195312
847.7655639648438,841.3186645507812
851.3919677734375,788.1318969726562
857.4359130859375,802.2344360351562
868.3150024414062,836.08056640625
851.3919677734375,887.2527465820312
840.10986328125,852.6007080078125
848.974365234375,805.4578857421875
852.1978149414062,814.7252807617188
855.8241577148438,834.06591796875
852.6007080078125,894.908447265625
852.1978149414062,873.9560546875
860.6593627929688,816.7399291992188
861.8681030273438,821.5750732421875
863.8828125,838.09521484375
853.4066162109375,894.1025390625
853.4066162109375,890.4761962890625
868.7179565429688,831.2454223632812
860.2564086914062,824.7985229492188
858.6447143554688,834.4688720703125
848.1685180664062,881.2088012695312
839.7069702148438,885.6410522460938
850.989013671875,821.5750732421875
848.5714111328125,808.6813354492188
853.4066162109375,817.5457763671875
859.8534545898438,869.9267578125
850.989013671875,894.5054931640625
843.3333129882812,828.4249267578125
844.1392211914062,808.6813354492188
851.7948608398438,820.7692260742188
843.7362670898438,863.076904296875
842.12451171875,893.2966918945312
855.8241577148438,831.6483764648438
850.5860595703125,798.2051391601562
858.2417602539062,807.87548828125
857.8388061523438,847.3626098632812
837.2893676757812,879.5970458984375
838.09521484375,820.7692260742188
844.1392211914062,792.967041015625
853.8095092773438,804.2490844726562
852.1978149414062,835.2747192382812
844.1392211914062,885.6410522460938
851.7948608398438,837.6923217773438
854.6153564453125,793.3699340820312
851.3919677734375,799.010986328125
856.6300659179688,835.6776733398438
850.1831665039062,890.879150390625
847.7655639648438,844.5421142578125
861.8681030273438,808.2783813476562
862.6740112304688,820.3662719726562
850.989013671875,840.915771484375
840.5128173828125,911.4285888671875
848.5714111328125,884.029296875
849.7802124023438,806.2637329101562
842.5274658203125,796.1904907226562
853.003662109375,827.6190185546875
843.3333129882812,899.7435913085938
837.6923217773438,882.8204956054688
851.3919677734375,826.8131713867188
855.8241577148438,832.4542236328125
854.2124633789062,846.5567626953125
842.5274658203125,902.967041015625
841.3186645507812,898.5347900390625
849.3773193359375,830.03662109375
846.5567626953125,822.3809814453125
855.4212646484375,834.8717651367188
855.4212646484375,892.087890625
851.7948608398438,902.1611938476562
854.2124633789062,829.2307739257812
849.7802124023438,814.3223266601562
858.2417602539062,829.2307739257812
845.7509155273438,879.5970458984375
828.8278198242188,901.3552856445312
840.915771484375,832.4542236328125
848.974365234375,808.2783813476562
855.018310546875,814.7252807617188
855.4212646484375,857.032958984375
846.1538696289062,891.2820434570312
852.1978149414062,832.4542236328125
853.8095092773438,808.2783813476562
853.003662109375,816.3369750976562
848.5714111328125,846.959716796875
833.2600708007812,887.2527465820312
845.3479614257812,840.5128173828125
858.6447143554688,804.6520385742188
858.2417602539062,807.4725341796875
857.8388061523438,843.3333129882812
845.7509155273438,895.3113403320312
845.3479614257812,845.3479614257812
857.032958984375,803.040283203125
858.6447143554688,814.7252807617188
855.018310546875,844.945068359375
846.959716796875,900.5494384765625
850.5860595703125,854.6153564453125
853.8095092773438,801.8314819335938
846.5567626953125,807.4725341796875
851.3919677734375,827.6190185546875
844.945068359375,893.6996459960938
844.1392211914062,871.94140625
851.3919677734375,812.3076782226562
853.003662109375,815.5311279296875
860.6593627929688,833.6630249023438
853.4066162109375,891.6849975585938
850.1831665039062,883.2234497070312
848.974365234375,815.93408203125
840.915771484375,809.084228515625
844.1392211914062,827.2161254882812
842.5274658203125,890.879150390625
840.5128173828125,894.908447265625
847.3626098632812,822.3809814453125
848.5714111328125,811.5018310546875
853.8095092773438,821.1721801757812
845.3479614257812,865.8974609375
836.4835205078125,882.8204956054688
842.12451171875,817.5457763671875
844.5421142578125,804.6520385742188
849.3773193359375,815.93408203125
844.5421142578125,857.032958984375
838.4981689453125,888.05859375
853.4066162109375,828.8278198242188
857.032958984375,806.6666870117188
850.1831665039062,810.6959838867188
844.5421142578125,849.3773193359375
834.06591796875,889.6703491210938
844.5421142578125,837.2893676757812
859.047607421875,812.7106323242188
859.8534545898438,816.7399291992188
855.018310546875,853.8095092773438
843.7362670898438,904.981689453125
846.959716796875,846.959716796875
852.6007080078125,808.6813354492188
853.4066162109375,819.96337890625
851.3919677734375,842.12451171875
842.5274658203125,896.5201416015625
854.6153564453125,858.6447143554688
871.1355590820312,812.3076782226562
862.6740112304688,818.3516235351562
843.7362670898438,836.08056640625
834.8717651367188,892.087890625
849.3773193359375,867.106201171875
860.2564086914062,812.3076782226562
857.4359130859375,815.1282348632812
857.032958984375,834.8717651367188
849.3773193359375,891.6849975585938
860.6593627929688,876.7765502929688
867.106201171875,815.5311279296875
849.7802124023438,811.098876953125
850.989013671875,821.97802734375
851.3919677734375,883.2234497070312
844.945068359375,886.4468994140625
849.3773193359375,819.5604248046875
852.1978149414062,816.7399291992188
858.6447143554688,832.05126953125
848.974365234375,880.8058471679688
840.10986328125,891.6849975585938
853.8095092773438,831.2454223632812
863.076904296875,824.3956298828125
865.8974609375,834.8717651367188
850.989013671875,876.3735961914062
837.2893676757812,897.7289428710938
848.1685180664062,828.4249267578125
853.8095092773438,807.069580078125
853.4066162109375,816.7399291992188
845.3479614257812,857.8388061523438
843.7362670898438,892.4908447265625
858.6447143554688,834.06591796875
859.4505615234375,810.6959838867188
859.8534545898438,816.3369750976562
855.018310546875,850.5860595703125
838.901123046875,896.1171875
851.3919677734375,846.959716796875
860.2564086914062,809.084228515625
859.047607421875,812.3076782226562
863.076904296875,845.7509155273438
848.974365234375,897.3259887695312
847.3626098632812,852.1978149414062
